sale_id,sale_date,sales_rep,region,product,deal_stage,lead_source,deal_value,quantity,discount_percent,days_to_close,customer_size,is_new_customer,satisfaction_score,final_value
1801,2025-01-28,Carol Williams,East,Support Plan,Pending,Social Media,49842.05,5,25,82,Large,True,2.3,37381.54
1500,2025-01-29,Frank Miller,East,Premium Subscription,Won,Trade Show,19679.59,8,5,20,Large,False,4.7,18695.61
1827,2025-01-29,Frank Miller,East,Training Package,Pending,Cold Call,23108.16,3,25,32,Enterprise,False,3.7,17331.12
1526,2025-01-30,Frank Miller,East,Support Plan,Won,Social Media,1593.25,18,25,17,Large,False,3.9,1194.94
1872,2025-01-30,Carol Williams,West,Cloud Storage,Won,Social Media,19917.22,6,20,60,Enterprise,False,2.1,15933.78
1292,2025-01-31,Henry Taylor,East,API Access,Won,Email Campaign,37637.91,3,10,73,Enterprise,False,3.3,33874.12
1794,2025-01-31,Carol Williams,West,Cloud Storage,Lost,Email Campaign,22456.39,7,15,33,Enterprise,False,2.9,19087.93
1251,2025-01-31,Henry Taylor,Central,Premium Subscription,Won,Cold Call,23665.03,13,0,33,Medium,False,1.4,23665.03
1085,2025-01-31,Grace Wilson,South,API Access,Won,Cold Call,9277.66,17,20,15,Enterprise,True,2.7,7422.13
1577,2025-02-01,Henry Taylor,East,Hardware Bundle,Lost,Social Media,40672.81,13,20,58,Small,False,4.4,32538.25
1617,2025-02-01,Grace Wilson,Central,Training Package,Lost,Cold Call,31364.2,17,25,50,Enterprise,False,2.1,23523.15
1285,2025-02-02,Carol Williams,South,Consulting Hours,Won,Trade Show,37329.41,2,5,85,Small,True,2.8,35462.94
1504,2025-02-02,Bob Smith,North,Premium Subscription,Won,Social Media,24274.57,17,15,57,Small,False,4.7,20633.38
1056,2025-02-02,Grace Wilson,West,Cloud Storage,Won,Website,6865.53,10,15,87,Enterprise,False,3.2,5835.7
1813,2025-02-02,David Brown,North,Consulting Hours,Won,Email Campaign,25386.13,2,5,78,Enterprise,True,1.7,24116.82
1168,2025-02-02,Bob Smith,West,Cloud Storage,Won,Referral,14048.07,3,5,24,Medium,False,5.0,13345.67
1730,2025-02-03,Alice Johnson,West,Training Package,Lost,Cold Call,9753.11,3,15,16,Medium,True,3.9,8290.14
1476,2025-02-03,Jack Thompson,West,Premium Subscription,Lost,Social Media,24625.53,9,25,88,Enterprise,True,4.4,18469.15
1784,2025-02-03,Grace Wilson,East,Training Package,Won,Referral,39971.02,9,20,69,Large,True,4.3,31976.82
1404,2025-02-04,Carol Williams,East,Cloud Storage,Lost,Referral,26789.92,13,25,24,Small,True,4.1,20092.44
1565,2025-02-04,Emma Davis,Central,API Access,Lost,Email Campaign,35364.6,18,25,46,Small,False,4.2,26523.45
1394,2025-02-04,Bob Smith,East,Premium Subscription,Won,Trade Show,25432.59,3,25,55,Large,True,4.3,19074.44
1364,2025-02-04,Henry Taylor,North,Support Plan,Lost,Cold Call,40247.57,17,10,40,Medium,True,1.9,36222.81
1621,2025-02-04,Emma Davis,South,Consulting Hours,Won,Trade Show,17194.71,7,25,78,Large,True,3.1,12896.03
1734,2025-02-04,Alice Johnson,South,Consulting Hours,Won,Trade Show,5411.87,10,20,51,Enterprise,True,3.2,4329.5
1211,2025-02-05,Bob Smith,North,Hardware Bundle,Won,Social Media,46658.2,9,15,63,Enterprise,False,4.2,39659.47
1099,2025-02-06,Henry Taylor,West,Hardware Bundle,Won,Website,28091.55,12,10,16,Large,True,1.9,25282.4
1020,2025-02-06,Frank Miller,Central,Training Package,Pending,Social Media,15490.08,6,25,33,Small,False,3.4,11617.56
1029,2025-02-07,Bob Smith,Central,Consulting Hours,Lost,Referral,16093.02,13,20,62,Small,True,3.7,12874.42
1096,2025-02-07,David Brown,North,API Access,Won,Cold Call,15029.97,15,20,23,Medium,False,2.6,12023.98
1261,2025-02-08,Grace Wilson,South,Support Plan,Won,Referral,33209.53,10,20,23,Large,False,3.6,26567.62
1054,2025-02-08,Frank Miller,North,Hardware Bundle,Won,Website,16275.14,7,20,73,Large,False,2.5,13020.11
1243,2025-02-08,Emma Davis,South,API Access,Lost,Trade Show,6533.46,12,25,63,Small,True,1.5,4900.1
1136,2025-02-08,Henry Taylor,Central,Consulting Hours,Won,Referral,21695.11,2,20,11,Medium,False,4.9,17356.09
1438,2025-02-08,Carol Williams,East,Software License,Pending,Social Media,36401.71,15,5,47,Medium,False,3.9,34581.62
1853,2025-02-08,Grace Wilson,Central,Premium Subscription,Lost,Social Media,12918.24,17,0,81,Enterprise,True,2.5,12918.24
1636,2025-02-08,Henry Taylor,Central,Consulting Hours,Won,Cold Call,39700.81,19,25,73,Large,False,4.1,29775.61
1797,2025-02-09,Henry Taylor,East,Cloud Storage,Won,Cold Call,24035.45,12,5,16,Large,True,3.1,22833.68
1650,2025-02-10,Bob Smith,East,Software License,Pending,Social Media,17834.83,6,25,17,Large,False,2.7,13376.12
1690,2025-02-10,Emma Davis,South,API Access,Lost,Social Media,40200.89,13,0,1,Medium,True,4.2,40200.89
1172,2025-02-10,Alice Johnson,Central,Support Plan,Won,Trade Show,16743.92,13,25,72,Small,False,4.4,12557.94
1763,2025-02-10,Henry Taylor,North,Cloud Storage,Won,Trade Show,12505.94,5,15,67,Enterprise,False,2.5,10630.05
1340,2025-02-11,Emma Davis,North,Support Plan,Won,Email Campaign,49692.31,5,20,68,Medium,True,3.3,39753.85
1239,2025-02-11,Grace Wilson,East,Premium Subscription,Pending,Social Media,8994.02,6,0,76,Large,True,3.5,8994.02
1291,2025-02-11,Jack Thompson,North,Support Plan,Lost,Email Campaign,12015.51,7,15,6,Large,True,3.4,10213.18
1461,2025-02-11,Bob Smith,South,Cloud Storage,Won,Website,15422.42,4,20,77,Large,False,3.8,12337.94
1002,2025-02-11,Alice Johnson,South,Premium Subscription,Won,Social Media,47881.25,13,0,47,Enterprise,False,1.8,47881.25
1953,2025-02-12,Henry Taylor,North,Software License,Won,Referral,16487.99,19,15,5,Medium,False,3.7,14014.79
1867,2025-02-12,Henry Taylor,East,API Access,Lost,Social Media,47631.12,7,10,88,Enterprise,True,4.7,42868.01
1421,2025-02-12,Alice Johnson,West,Support Plan,Won,Email Campaign,28437.57,12,0,81,Enterprise,True,3.9,28437.57
1950,2025-02-12,Henry Taylor,Central,Support Plan,Lost,Website,25940.79,10,15,13,Small,True,2.9,22049.67
1075,2025-02-13,Jack Thompson,Central,Training Package,Won,Referral,16707.34,11,20,10,Large,True,1.5,13365.87
1744,2025-02-13,Bob Smith,West,Support Plan,Won,Trade Show,20256.74,8,15,89,Small,False,4.4,17218.23
1140,2025-02-14,Alice Johnson,West,Premium Subscription,Won,Social Media,7787.74,18,10,62,Enterprise,False,3.7,7008.97
1834,2025-02-14,Carol Williams,North,Cloud Storage,Won,Website,26316.77,15,20,9,Medium,False,2.3,21053.42
1246,2025-02-14,Alice Johnson,North,Hardware Bundle,Pending,Referral,20139.38,16,10,44,Large,True,1.7,18125.44
1390,2025-02-16,Bob Smith,North,Software License,Lost,Trade Show,35130.03,7,15,31,Medium,True,1.2,29860.53
1558,2025-02-17,Henry Taylor,West,API Access,Lost,Website,39556.63,3,5,17,Medium,False,2.7,37578.8
1878,2025-02-17,Emma Davis,Central,Software License,Pending,Social Media,6210.46,2,20,33,Large,False,3.5,4968.37
1423,2025-02-17,Jack Thompson,North,Training Package,Won,Trade Show,29532.33,9,15,56,Medium,False,2.0,25102.48
1377,2025-02-17,Emma Davis,East,Cloud Storage,Won,Referral,32908.9,18,0,11,Enterprise,True,1.6,32908.9
1999,2025-02-18,Alice Johnson,Central,Training Package,Won,Trade Show,38136.25,1,25,65,Large,False,3.0,28602.19
1541,2025-02-19,Carol Williams,West,Software License,Won,Email Campaign,25114.07,19,5,32,Large,True,4.6,23858.37
1699,2025-02-19,David Brown,East,Support Plan,Won,Website,33652.85,18,15,4,Large,False,4.4,28604.92
1482,2025-02-19,Alice Johnson,East,Support Plan,Lost,Referral,45902.42,15,0,32,Small,False,4.7,45902.42
1686,2025-02-20,Bob Smith,North,Premium Subscription,Won,Website,42622.12,9,5,35,Small,True,4.1,40491.01
1746,2025-02-20,Grace Wilson,West,Premium Subscription,Won,Email Campaign,10572.66,3,15,77,Enterprise,True,2.7,8986.76
1132,2025-02-21,Jack Thompson,East,Training Package,Pending,Email Campaign,16763.63,1,5,25,Large,False,3.4,15925.45
1181,2025-02-21,Henry Taylor,West,Training Package,Won,Trade Show,22547.77,5,15,14,Medium,True,3.9,19165.6
1359,2025-02-22,Grace Wilson,South,Hardware Bundle,Pending,Social Media,11008.14,7,25,31,Large,True,4.3,8256.1
1252,2025-02-22,David Brown,West,Support Plan,Pending,Referral,20830.11,9,15,16,Enterprise,False,2.2,17705.59
1122,2025-02-22,Alice Johnson,East,Consulting Hours,Won,Cold Call,34183.73,19,15,24,Large,True,3.6,29056.17
1063,2025-02-22,Emma Davis,North,Premium Subscription,Lost,Social Media,13053.83,13,10,48,Large,False,2.0,11748.45
1014,2025-02-22,Alice Johnson,Central,Cloud Storage,Won,Trade Show,36643.59,8,0,59,Small,False,1.5,36643.59
1830,2025-02-22,Carol Williams,South,Hardware Bundle,Won,Trade Show,22786.7,11,20,39,Medium,True,3.4,18229.36
1648,2025-02-23,Jack Thompson,Central,Hardware Bundle,Won,Email Campaign,17636.75,18,20,55,Large,True,2.9,14109.4
1559,2025-02-23,Ivy Anderson,East,Support Plan,Won,Trade Show,6395.77,10,20,75,Small,False,1.6,5116.62
1899,2025-02-25,David Brown,East,Support Plan,Pending,Social Media,47814.24,10,25,8,Enterprise,False,3.0,35860.68
1631,2025-02-26,Jack Thompson,West,Software License,Won,Cold Call,13139.99,2,15,80,Medium,True,3.6,11168.99
1038,2025-02-26,Carol Williams,Central,Software License,Won,Website,37364.47,7,25,75,Enterprise,True,4.4,28023.35
1941,2025-02-27,Alice Johnson,Central,Cloud Storage,Lost,Trade Show,33169.68,10,20,22,Medium,False,2.7,26535.74
1720,2025-02-27,Henry Taylor,East,Software License,Pending,Website,934.47,14,15,65,Large,False,2.0,794.3
1619,2025-02-27,Ivy Anderson,Central,API Access,Won,Cold Call,16568.15,3,10,31,Enterprise,False,3.7,14911.34
1313,2025-02-27,Bob Smith,East,Support Plan,Pending,Website,43214.66,1,0,24,Large,False,2.1,43214.66
1420,2025-02-27,Grace Wilson,North,Cloud Storage,Won,Trade Show,33059.39,18,15,62,Enterprise,False,2.4,28100.48
1890,2025-02-27,Alice Johnson,East,Consulting Hours,Lost,Cold Call,30704.7,2,5,21,Large,False,2.9,29169.46
